activity_id,user_id,activity_id_num,user_id_num,identifier_id,has_up,has_down,up_path,down_path,has_data_up,has_data_down,WTLA,WTC,WTRA,WTRL,WTLL
1_brushing_teeth,user25,1,25,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user25/5-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user25/5-2-1/down(LL+RL).csv,True,True,22,22,22,21,21
1_brushing_teeth,user6,1,6,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user6/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user6/1-1-1/down(LL+RL).csv,True,True,69,69,70,70,69
1_brushing_teeth,user7,1,7,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user7/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user7/1-1-1/down(LL+RL).csv,True,True,34,34,35,34,35
1_brushing_teeth,user8,1,8,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user8/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user8/1-1-1/down(LL+RL).csv,True,True,25,24,24,25,25
1_brushing_teeth,user8,1,8,7-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user8/7-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user8/7-1-1/down(LL+RL).csv,True,True,11,11,11,11,11
1_brushing_teeth,user9,1,9,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user9/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/1_brushing_teeth/user9/1-1-1/down(LL+RL).csv,True,True,24,24,23,23,24
20_checking_time,user1,20,1,3-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user1/3-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user1/3-2-1/down(LL+RL).csv,True,True,12,12,14,12,12
20_checking_time,user1,20,1,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user1/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user1/5-1-1/down(LL+RL).csv,True,True,16,15,16,17,16
20_checking_time,user10,20,10,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user10/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user10/1-1-1/down(LL+RL).csv,True,True,24,24,23,24,23
20_checking_time,user10,20,10,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user10/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user10/2-2-1/down(LL+RL).csv,True,True,21,21,21,21,21
20_checking_time,user10,20,10,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user10/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user10/5-1-1/down(LL+RL).csv,True,True,13,11,12,12,11
20_checking_time,user11,20,11,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user11/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user11/2-2-1/down(LL+RL).csv,True,True,18,17,18,18,18
20_checking_time,user11,20,11,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user11/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user11/6-2-1/down(LL+RL).csv,True,True,27,28,27,28,27
20_checking_time,user12,20,12,6-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user12/6-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user12/6-1-1/down(LL+RL).csv,True,True,5,4,6,6,5
20_checking_time,user14,20,14,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user14/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user14/7-2-1/down(LL+RL).csv,True,True,17,15,16,15,17
20_checking_time,user15,20,15,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user15/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user15/4-1-1/down(LL+RL).csv,True,True,15,15,14,15,15
20_checking_time,user16,20,16,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user16/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user16/4-1-1/down(LL+RL).csv,True,True,14,16,15,15,13
20_checking_time,user16,20,16,5-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user16/5-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user16/5-3-1/down(LL+RL).csv,True,True,41,42,41,41,39
20_checking_time,user16,20,16,7-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user16/7-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user16/7-3-1/down(LL+RL).csv,True,True,24,24,24,25,24
20_checking_time,user17,20,17,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user17/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user17/1-2-1/down(LL+RL).csv,True,True,15,17,15,15,15
20_checking_time,user17,20,17,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user17/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user17/4-1-1/down(LL+RL).csv,True,True,13,13,13,14,14
20_checking_time,user18,20,18,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user18/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user18/2-1-1/down(LL+RL).csv,True,True,19,18,18,17,18
20_checking_time,user18,20,18,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user18/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user18/5-1-1/down(LL+RL).csv,True,True,20,20,20,21,20
20_checking_time,user18,20,18,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user18/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user18/6-2-1/down(LL+RL).csv,True,True,13,14,13,14,13
20_checking_time,user19,20,19,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user19/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user19/4-1-1/down(LL+RL).csv,True,True,11,11,10,9,10
20_checking_time,user19,20,19,5-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user19/5-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user19/5-3-1/down(LL+RL).csv,True,True,9,10,11,10,10
20_checking_time,user20,20,20,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/1-1-1/down(LL+RL).csv,True,True,31,30,31,31,29
20_checking_time,user20,20,20,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/2-2-1/down(LL+RL).csv,True,True,13,12,13,13,14
20_checking_time,user20,20,20,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/4-1-1/down(LL+RL).csv,True,True,20,20,20,18,19
20_checking_time,user20,20,20,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user20/5-1-1/down(LL+RL).csv,True,True,3,3,3,3,4
20_checking_time,user21,20,21,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user21/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user21/2-2-1/down(LL+RL).csv,True,True,18,18,19,18,18
20_checking_time,user21,20,21,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user21/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user21/6-2-1/down(LL+RL).csv,True,True,27,27,26,27,26
20_checking_time,user22,20,22,6-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user22/6-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user22/6-1-1/down(LL+RL).csv,True,True,16,14,15,11,15
20_checking_time,user24,20,24,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user24/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user24/7-2-1/down(LL+RL).csv,True,True,20,21,21,22,21
20_checking_time,user26,20,26,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user26/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user26/5-1-1/down(LL+RL).csv,True,True,12,13,12,13,13
20_checking_time,user28,20,28,1-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user28/1-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user28/1-1-1/down(LL+RL).csv,True,True,12,13,13,13,15
20_checking_time,user28,20,28,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user28/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user28/6-2-1/down(LL+RL).csv,True,True,10,9,10,9,8
20_checking_time,user29,20,29,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user29/5-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user29/5-2-1/down(LL+RL).csv,True,True,12,12,10,12,10
20_checking_time,user30,20,30,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user30/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user30/4-1-1/down(LL+RL).csv,True,True,34,36,35,36,36
20_checking_time,user4,20,4,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user4/5-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user4/5-2-1/down(LL+RL).csv,True,True,21,20,21,21,21
20_checking_time,user5,20,5,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user5/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user5/4-1-1/down(LL+RL).csv,True,True,14,16,15,16,16
20_checking_time,user6,20,6,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/4-1-1/down(LL+RL).csv,True,True,24,25,25,24,24
20_checking_time,user6,20,6,5-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/5-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/5-3-1/down(LL+RL).csv,True,True,17,17,17,16,17
20_checking_time,user6,20,6,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/6-2-1/down(LL+RL).csv,True,True,12,12,11,11,12
20_checking_time,user6,20,6,7-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/7-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user6/7-3-1/down(LL+RL).csv,True,True,11,12,11,10,10
20_checking_time,user7,20,7,2-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user7/2-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user7/2-2-1/down(LL+RL).csv,True,True,21,22,21,22,22
20_checking_time,user7,20,7,3-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user7/3-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user7/3-3-1/down(LL+RL).csv,True,True,69,68,66,68,66
20_checking_time,user7,20,7,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user7/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user7/4-1-1/down(LL+RL).csv,True,True,9,10,11,9,11
20_checking_time,user8,20,8,2-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user8/2-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user8/2-1-1/down(LL+RL).csv,True,True,13,14,13,14,14
20_checking_time,user8,20,8,5-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user8/5-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user8/5-1-1/down(LL+RL).csv,True,True,12,10,14,11,11
20_checking_time,user8,20,8,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user8/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user8/6-2-1/down(LL+RL).csv,True,True,23,25,24,23,23
20_checking_time,user9,20,9,5-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user9/5-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user9/5-3-1/down(LL+RL).csv,True,True,10,9,10,9,11
20_checking_time,user9,20,9,6-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user9/6-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/20_checking_time/user9/6-1-1/down(LL+RL).csv,True,True,5,6,6,6,6
21_reading_documents,user12,21,12,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user12/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user12/1-2-1/down(LL+RL).csv,True,True,54,55,54,54,54
21_reading_documents,user12,21,12,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user12/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user12/4-1-1/down(LL+RL).csv,True,True,94,91,92,92,92
21_reading_documents,user14,21,14,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user14/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user14/1-2-1/down(LL+RL).csv,True,True,32,32,32,31,32
21_reading_documents,user14,21,14,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user14/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user14/7-2-1/down(LL+RL).csv,True,True,41,42,40,41,41
21_reading_documents,user15,21,15,4-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user15/4-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user15/4-3-1/down(LL+RL).csv,True,True,31,33,32,33,32
21_reading_documents,user16,21,16,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user16/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user16/4-1-1/down(LL+RL).csv,True,True,23,22,23,23,23
21_reading_documents,user16,21,16,7-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user16/7-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user16/7-3-1/down(LL+RL).csv,True,True,16,15,15,15,15
21_reading_documents,user17,21,17,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user17/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user17/4-1-1/down(LL+RL).csv,True,True,70,71,71,71,71
21_reading_documents,user18,21,18,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user18/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user18/1-2-1/down(LL+RL).csv,True,True,53,52,52,53,53
21_reading_documents,user18,21,18,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user18/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user18/4-1-1/down(LL+RL).csv,True,True,68,66,67,66,68
21_reading_documents,user19,21,19,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user19/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user19/4-1-1/down(LL+RL).csv,True,True,2,4,4,5,4
21_reading_documents,user19,21,19,6-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user19/6-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user19/6-1-1/down(LL+RL).csv,True,True,10,9,10,9,9
21_reading_documents,user20,21,20,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user20/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user20/4-1-1/down(LL+RL).csv,True,True,66,64,66,66,65
21_reading_documents,user22,21,22,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user22/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user22/1-2-1/down(LL+RL).csv,True,True,28,27,28,28,27
21_reading_documents,user22,21,22,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user22/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user22/4-1-1/down(LL+RL).csv,True,True,9,9,9,9,8
21_reading_documents,user23,21,23,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user23/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user23/4-1-1/down(LL+RL).csv,True,True,44,45,45,44,44
21_reading_documents,user24,21,24,1-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user24/1-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user24/1-2-1/down(LL+RL).csv,True,True,132,132,132,131,132
21_reading_documents,user24,21,24,7-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user24/7-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user24/7-2-1/down(LL+RL).csv,True,True,81,82,82,82,83
21_reading_documents,user25,21,25,4-3-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user25/4-3-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user25/4-3-1/down(LL+RL).csv,True,True,19,19,20,19,20
21_reading_documents,user26,21,26,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user26/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user26/6-2-1/down(LL+RL).csv,True,True,19,19,20,20,19
21_reading_documents,user27,21,27,3-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user27/3-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user27/3-2-1/down(LL+RL).csv,True,True,122,119,120,121,120
21_reading_documents,user28,21,28,4-1-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user28/4-1-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user28/4-1-1/down(LL+RL).csv,True,True,58,61,59,60,60
21_reading_documents,user28,21,28,5-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user28/5-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user28/5-2-1/down(LL+RL).csv,True,True,301,300,300,301,300
21_reading_documents,user28,21,28,6-2-1,True,True,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user28/6-2-1/up(LA+RA+C).csv,/aiot-nvme-15T-x2-hk01/siyang/CUHK-X-example/SM/Data/IMU/21_reading_documents/user28/6-2-1/down(LL+RL).csv,True,True,2,2,4,3,2
